Cust ID,First_Name,Last_Name,Gender,Age,Income,Phone Number,Email Address,Zip Code,Credit Rating
1182,Mary,Bauer,F,35,150000,(366) 659-8937,Mary.Bauer@gmail.com,40530,Rising_Star
1183,Pam,Billingham,F,41,150000,(255) 731-6067,Pam.Billingham@gmail.com,64854,Rising_Star
1184,Wendy,Bush,F,27,150000,(429) 813-9114,Wendy.Bush@gmail.com,78240,Rising_Star
1185,Laura,Carter,F,37,150000,(744) 209-2029,Laura.Carter@gmail.com,29220,Rising_Star
1186,Richard,Reagan,M,40,150000,(761) 050-0926,Richard.Reagan@gmail.com,13955,Rising_Star
1187,Michelle,Clinton,F,65,150000,(809) 094-4481,Michelle.Clinton@gmail.com,60503,Rising_Star
1188,Lee,North,M,19,150000,(248) 209-7108,Lee.North@gmail.com,28377,Rising_Star
1189,Lauren,Smith,F,50,150000,(372) 291-6387,Lauren.Smith@gmail.com,25636,Rising_Star
1190,Lisa,Metzger,F,34,150000,(470) 990-2871,Lisa.Metzger@gmail.com,58015,Rising_Star
1191,Tina,O'Hara,F,36,150000,(754) 651-3056,Tina.O'Hara@gmail.com,78398,Rising_Star
1192,William,Leber,M,52,150000,(732) 495-1201,William.Leber@gmail.com,32596,Rising_Star
1193,Wendy,Tonelli,F,44,150000,(255) 069-1199,Wendy.Tonelli@gmail.com,10742,Rising_Star
1194,Laura,Cox,F,52,150000,(552) 010-0807,Laura.Cox@gmail.com,14382,Rising_Star
1195,Richard,Anniston,M,43,150000,(854) 544-8545,Richard.Anniston@gmail.com,78341,Rising_Star
1196,Emily,Ross,F,47,150000,(731) 860-6951,Emily.Ross@gmail.com,38588,Rising_Star
1197,Kathy,Bush,F,47,150000,(834) 003-5613,Kathy.Bush@gmail.com,60724,Rising_Star
1198,Lee,Carter,M,60,150000,(794) 652-5272,Lee.Carter@gmail.com,79440,Rising_Star
1199,Larry,Reagan,M,42,150000,(405) 576-0359,Larry.Reagan@gmail.com,76473,Rising_Star
1200,Jill,Radford,F,53,150000,(557) 128-7463,Jill.Radford@gmail.com,88458,Rising_Star
1201,Alan,Li,M,41,150000,(330) 424-3368,Alan.Li@gmail.com,59424,Rising_Star
1202,Kimberly,Rosenthal,F,39,150000,(196) 615-2046,Kimberly.Rosenthal@gmail.com,39373,Rising_Star
1203,Allison,O'Hara,F,41,150000,(343) 615-2357,Allison.O'Hara@gmail.com,58919,Rising_Star
1204,Alexander,Leber,M,21,150000,(227) 068-2701,Alexander.Leber@gmail.com,24845,Rising_Star
1205,Kathy,Tonelli,F,23,150000,(554) 513-1936,Kathy.Tonelli@gmail.com,43529,Rising_Star
1206,Carol,Rodriguez,F,30,150000,(269) 557-4607,Carol.Rodriguez@gmail.com,12658,Rising_Star
1207,Stephanie,Abbot,F,41,150000,(811) 808-2806,Stephanie.Abbot@gmail.com,33595,Rising_Star
1208,Lucy,Anthony,F,48,150000,(887) 919-4288,Lucy.Anthony@gmail.com,57256,Rising_Star
1209,Thomas,Baker,M,45,150000,(716) 027-6126,Thomas.Baker@gmail.com,84382,Rising_Star
1210,Jill,Meredith,F,52,150000,(404) 483-8957,Jill.Meredith@gmail.com,37347,Rising_Star
1211,Adam,Crouch,M,35,150000,(511) 164-6945,Adam.Crouch@gmail.com,55480,Rising_Star
1212,Jennifer,Wesley,F,33,150000,(798) 925-3232,Jennifer.Wesley@gmail.com,20481,Rising_Star
1213,Jim,Meyers,M,36,150000,(490) 792-3743,Jim.Meyers@gmail.com,65787,Rising_Star
1214,Kimberly,Radford,F,40,150000,(280) 982-7119,Kimberly.Radford@gmail.com,21099,Rising_Star
1215,Allison,Allen,F,49,150000,(301) 553-9415,Allison.Allen@gmail.com,70741,Rising_Star
1216,Stephanie,Kipper,F,34,150000,(547) 848-1263,Stephanie.Kipper@gmail.com,70430,Rising_Star
1217,Beth,Pak,F,47,150000,(566) 866-2229,Beth.Pak@gmail.com,79374,Rising_Star
1218,Jack,Elmers,M,25,150000,(134) 261-5644,Jack.Elmers@gmail.com,37222,Rising_Star
1219,Jennifer,Farmer,F,33,150000,(179) 330-8691,Jennifer.Farmer@gmail.com,30927,Rising_Star
1220,James,Bono,M,43,150000,(785) 771-2942,James.Bono@gmail.com,21160,Rising_Star
1221,Jim,Spasser,M,38,150000,(410) 332-6175,Jim.Spasser@gmail.com,55804,Rising_Star
1222,Chris,Newsome,M,51,150000,(803) 104-7693,Chris.Newsome@gmail.com,45915,Rising_Star
1223,Cedric,Fulton,M,30,150000,(430) 772-4237,Cedric.Fulton@gmail.com,76121,Rising_Star
1224,John,Rader,M,40,147222.22,(332) 073-3142,John.Rader@gmail.com,11973,Rising_Star
1225,Kathryn,Pak,F,48,147222.22,(526) 055-7515,Kathryn.Pak@gmail.com,44514,Rising_Star
1226,Monica,Snead,F,37,147222.22,(252) 291-9625,Monica.Snead@gmail.com,93441,Rising_Star
1227,Alexander,Rodriguez,M,42,147222.22,(382) 212-3305,Alexander.Rodriguez@gmail.com,34353,Rising_Star
1228,Matthew,Whitaker,M,31,147222.22,(616) 652-8423,Matthew.Whitaker@gmail.com,60207,Rising_Star
1229,James,Kerr,M,24,147222.22,(470) 185-8313,James.Kerr@gmail.com,62523,Rising_Star
1230,Annette,Manders,F,29,147222.22,(574) 109-2049,Annette.Manders@gmail.com,58252,Rising_Star
1231,Ellen,Whitaker,F,51,147222.22,(414) 276-6322,Ellen.Whitaker@gmail.com,58793,Rising_Star
1232,Carol,Kerr,F,30,147222.22,(726) 459-3692,Carol.Kerr@gmail.com,82890,Rising_Star
1233,Thomas,Wesley,M,45,147222.22,(553) 798-2552,Thomas.Wesley@gmail.com,27577,Rising_Star
1234,William,Meredith,M,33,147222.22,(299) 030-3114,William.Meredith@gmail.com,30921,Rising_Star
1235,Karen,Pak,F,31,147222.22,(140) 496-6974,Karen.Pak@gmail.com,64958,Rising_Star
1236,Alice,Newsome,F,34,147222.22,(835) 710-9301,Alice.Newsome@gmail.com,44155,Rising_Star
1237,Bert,Jordan,M,37,147222.22,(400) 136-7557,Bert.Jordan@gmail.com,34677,Rising_Star
1238,Bill,Corbett,M,32,147222.22,(261) 761-6516,Bill.Corbett@gmail.com,50518,Rising_Star
1239,Connie,Whitaker,F,29,147222.22,(760) 119-3397,Connie.Whitaker@gmail.com,70596,Rising_Star
1240,Luke,Golden,M,37,144444.44,(555) 002-7478,Luke.Golden@gmail.com,87708,Rising_Star
1241,Tina,Rappaport,F,34,144444.44,(770) 360-4817,Tina.Rappaport@gmail.com,56548,Rising_Star
1242,Nick,Jordan,M,43,144444.44,(218) 928-9565,Nick.Jordan@gmail.com,50582,Rising_Star
1243,Lisa,Griffey,F,42,144444.44,(477) 476-5062,Lisa.Griffey@gmail.com,41235,Rising_Star
1244,Annette,Elmers,F,43,144444.44,(624) 030-6927,Annette.Elmers@gmail.com,10327,Rising_Star
1245,Allison,Rappaport,F,48,144444.44,(712) 176-6292,Allison.Rappaport@gmail.com,23135,Rising_Star
1246,Joseph,Erving,M,44,144444.44,(776) 245-4191,Joseph.Erving@gmail.com,75386,Rising_Star
1247,Jennifer,Paxson,F,39,144444.44,(383) 462-2014,Jennifer.Paxson@gmail.com,14957,Rising_Star
1248,Scott,Daniels,M,42,144444.44,(875) 160-4624,Scott.Daniels@gmail.com,61504,Rising_Star
1249,Deborah,Erving,F,43,144444.44,(330) 169-7636,Deborah.Erving@gmail.com,66794,Rising_Star
1250,Lauren,Adams,F,34,144444.44,(664) 702-3997,Lauren.Adams@gmail.com,13171,Rising_Star
1251,Sue,Paxson,F,41,144444.44,(765) 306-3427,Sue.Paxson@gmail.com,80705,Rising_Star
1252,Lucy,Andrews,F,45,144444.44,(489) 357-7637,Lucy.Andrews@gmail.com,53066,Rising_Star
1253,Tina,Baker,F,35,144444.44,(746) 074-4586,Tina.Baker@gmail.com,74460,Rising_Star
1254,Michelle,Jordan,F,41,144444.44,(883) 040-6296,Michelle.Jordan@gmail.com,86454,Rising_Star
1255,Amy,Corbett,F,50,144444.44,(643) 015-0568,Amy.Corbett@gmail.com,50387,Rising_Star
1256,Anne,Wilson,F,32,144444.44,(766) 028-2335,Anne.Wilson@gmail.com,48790,Rising_Star
1257,Ben,Dunn,M,19,144444.44,(703) 947-5019,Ben.Dunn@gmail.com,20814,Rising_Star
1258,Cal,Erving,M,33,144444.44,(546) 144-4505,Cal.Erving@gmail.com,81367,Rising_Star
1259,Paul,Stephens,M,19,141666.67,(548) 059-3176,Paul.Stephens@gmail.com,38744,Rising_Star
1260,Jill,Morgan,F,38,141666.67,(643) 006-9037,Jill.Morgan@gmail.com,87679,Rising_Star
1261,Nancy,Wilson,F,22,141666.67,(825) 941-2055,Nancy.Wilson@gmail.com,58800,Rising_Star
1262,Rachel,Sosa,F,44,141666.67,(150) 531-7582,Rachel.Sosa@gmail.com,26695,Rising_Star
1263,Scott,Fisch,M,36,141666.67,(474) 840-5567,Scott.Fisch@gmail.com,36574,Rising_Star
1264,Kimberly,Morgan,F,27,141666.67,(524) 378-1572,Kimberly.Morgan@gmail.com,92620,Rising_Star
1265,Ross,Malone,M,28,141666.67,(800) 754-0171,Ross.Malone@gmail.com,36113,Rising_Star
1266,Jack,Spasser,M,36,141666.67,(678) 929-1661,Jack.Spasser@gmail.com,39672,Rising_Star
1267,Steven,Hood,M,35,141666.67,(561) 136-2304,Steven.Hood@gmail.com,57882,Rising_Star
1268,David,Malone,M,45,141666.67,(348) 922-4098,David.Malone@gmail.com,45336,Rising_Star
1269,Lindsay,North,F,40,141666.67,(610) 129-6396,Lindsay.North@gmail.com,89394,Rising_Star
1270,Susan,Spasser,F,28,141666.67,(538) 897-7527,Susan.Spasser@gmail.com,67967,Rising_Star
1271,Stephanie,Benjamin,F,19,141666.67,(811) 394-1617,Stephanie.Benjamin@gmail.com,65025,Rising_Star
1272,Jill,Anthony,F,36,141666.67,(572) 912-0256,Jill.Anthony@gmail.com,34694,Rising_Star
1273,Emily,Wilson,F,36,141666.67,(354) 090-6346,Emily.Wilson@gmail.com,36017,Rising_Star
1274,Alan,Dunn,M,41,141666.67,(296) 876-6718,Alan.Dunn@gmail.com,76930,Rising_Star
1275,Adam,Smith,M,33,141666.67,(883) 044-3885,Adam.Smith@gmail.com,50039,Rising_Star
1276,Beth,Shelby,F,36,141666.67,(712) 841-1479,Beth.Shelby@gmail.com,66208,Rising_Star
1277,Chris,Malone,M,36,141666.67,(146) 114-5385,Chris.Malone@gmail.com,76295,Rising_Star
1278,David,Griffey,M,29,140000,(499) 922-3723,David.Griffey@gmail.com,84587,Fallen_Angel
1279,Beth,Dunn,F,50,140000,(610) 054-3999,Beth.Dunn@gmail.com,80034,Fallen_Angel
1280,Frank ,Fulton,M,33,140000,(510) 535-9317,Frank .Fulton@gmail.com,13202,Fallen_Angel
1281,Adam,Garner,M,25,140000,(787) 996-1847,Adam.Garner@gmail.com,95309,Fallen_Angel
1282,Anne,Faulk,F,34,140000,(123) 714-0123,Anne.Faulk@gmail.com,48541,Fallen_Angel
1283,Nick,Washington,M,28,140000,(633) 610-0558,Nick.Washington@gmail.com,29348,Fallen_Angel
1284,Kathy,Kipper,F,39,140000,(781) 204-3492,Kathy.Kipper@gmail.com,20646,Subprime_Holder
1285,Alan,Clinton,M,39,140000,(544) 256-8363,Alan.Clinton@gmail.com,57956,Prime_Holder
1286,Nick,Dunn,M,36,140000,(774) 581-5196,Nick.Dunn@gmail.com,25776,Subprime_Holder
1287,Richard,Adams,M,45,140000,(788) 657-2965,Richard.Adams@gmail.com,84658,Prime_Holder
1288,Larry,Tonelli,M,49,140000,(596) 819-6417,Larry.Tonelli@gmail.com,66079,Subprime_Holder
1289,Mark,Rader,M,44,140000,(206) 701-9908,Mark.Rader@gmail.com,58196,Prime_Holder
1290,Alexander,Radford,M,38,140000,(233) 964-1794,Alexander.Radford@gmail.com,48155,Subprime_Holder
1291,Kathy,Allen,F,45,140000,(548) 013-7878,Kathy.Allen@gmail.com,59968,Prime_Holder
1292,Rachel,Waite,F,35,140000,(679) 401-6024,Rachel.Waite@gmail.com,89357,Prime_Holder
1293,Kimberly,Anthony,F,53,140000,(151) 099-7605,Kimberly.Anthony@gmail.com,27064,Prime_Holder
1294,Allison,Baker,F,29,140000,(560) 272-0751,Allison.Baker@gmail.com,40694,Prime_Holder
1295,Lucy,Scott,F,37,140000,(604) 003-4324,Lucy.Scott@gmail.com,33576,Rising_Star
1296,Thomas,Meyers,M,31,140000,(367) 291-8409,Thomas.Meyers@gmail.com,54463,Rising_Star
1297,Tina,Allen,F,45,140000,(166) 797-8225,Tina.Allen@gmail.com,78419,Rising_Star
1298,William,North,M,65,140000,(354) 504-1887,William.North@gmail.com,33883,Rising_Star
1299,Jim,Kipper,M,56,140000,(620) 623-6216,Jim.Kipper@gmail.com,95546,Rising_Star
1300,Sue,Rappaport,F,50,140000,(490) 573-6711,Sue.Rappaport@gmail.com,45964,Rising_Star
1301,James,Scott,M,31,140000,(318) 844-3163,James.Scott@gmail.com,68308,Rising_Star
1302,Sue,O'Neil,F,48,140000,(498) 778-1979,Sue.O'Neil@gmail.com,27461,Rising_Star
1303,Carol,Johnson,F,65,140000,(614) 188-9435,Carol.Johnson@gmail.com,11916,Rising_Star
1304,Lucy,Rosenthal,F,25,140000,(544) 292-5575,Lucy.Rosenthal@gmail.com,66438,Rising_Star
1305,Fred ,Fisch,M,48,140000,(727) 738-2051,Fred .Fisch@gmail.com,13989,Rising_Star
1306,Pam,Bailey,F,32,138888.89,(190) 565-7809,Pam.Bailey@gmail.com,36031,Rising_Star
1307,Thomas,Perez,M,46,138888.89,(696) 310-1115,Thomas.Perez@gmail.com,24949,Rising_Star
1308,Mitch,Smith,M,40,138888.89,(118) 191-8423,Mitch.Smith@gmail.com,16905,Rising_Star
1309,John,Foster,M,43,138888.89,(597) 666-7161,John.Foster@gmail.com,43350,Rising_Star
1310,Steven,Koh,M,33,138888.89,(482) 648-6568,Steven.Koh@gmail.com,74033,Rising_Star
1311,Jim,Perez,M,55,138888.89,(280) 238-0371,Jim.Perez@gmail.com,18971,Rising_Star
1312,Monica,Russell,F,49,138888.89,(883) 683-6826,Monica.Russell@gmail.com,56294,Rising_Star
1313,Fred ,Bono,M,46,138888.89,(115) 504-9986,Fred .Bono@gmail.com,77176,Rising_Star
1314,Matthew,Franklin,M,48,138888.89,(470) 591-3407,Matthew.Franklin@gmail.com,26853,Rising_Star
1315,Daniel,Russell,M,40,138888.89,(879) 450-7569,Daniel.Russell@gmail.com,73139,Rising_Star
1316,Larry,Allen,M,36,138888.89,(520) 390-1595,Larry.Allen@gmail.com,66462,Rising_Star
1317,Annette,Bono,F,38,138888.89,(595) 007-5178,Annette.Bono@gmail.com,66920,Rising_Star
1318,Carol,Oats,F,30,138888.89,(515) 412-5908,Carol.Oats@gmail.com,24461,Rising_Star
1319,Thomas,Abbot,M,51,138888.89,(185) 960-6405,Thomas.Abbot@gmail.com,69584,Rising_Star
1320,Richard,Smith,M,38,138888.89,(717) 733-7995,Richard.Smith@gmail.com,91051,Rising_Star
1321,Karen,Shelby,F,43,138888.89,(855) 369-6239,Karen.Shelby@gmail.com,73270,Rising_Star
1322,Alice,Jones,F,31,138888.89,(689) 408-6563,Alice.Jones@gmail.com,80703,Rising_Star
1323,Bert,Washington,M,51,138888.89,(426) 938-1852,Bert.Washington@gmail.com,14373,Rising_Star
1324,Bill,Russell,M,31,138888.89,(630) 443-9673,Bill.Russell@gmail.com,28554,Rising_Star
1325,Mark,Stone,M,53,136111.11,(367) 314-0547,Mark.Stone@gmail.com,38610,Rising_Star
1326,Lucy,Bell,F,39,136111.11,(227) 976-0041,Lucy.Bell@gmail.com,13822,Fallen_Angel
1327,Marianne,Jones,F,47,136111.11,(249) 574-9368,Marianne.Jones@gmail.com,67071,Fallen_Angel
1328,Luke,Joseph,M,41,136111.11,(445) 398-7013,Luke.Joseph@gmail.com,61056,Fallen_Angel
1329,Matthew,Metzger,M,47,136111.11,(666) 082-7251,Matthew.Metzger@gmail.com,74470,Fallen_Angel
1330,James,Bell,M,34,136111.11,(625) 862-0991,James.Bell@gmail.com,51750,Fallen_Angel
1331,Lisa,Sax,F,59,136111.11,(547) 284-2864,Lisa.Sax@gmail.com,14481,Fallen_Angel
1332,Francis,Farmer,M,25,136111.11,(164) 304-3088,Francis.Farmer@gmail.com,45127,Subprime_Holder
1333,Joseph,Gallon,M,49,136111.11,(637) 207-0992,Joseph.Gallon@gmail.com,10012,Prime_Holder
1334,Christina,Sax,F,54,136111.11,(724) 891-8323,Christina.Sax@gmail.com,54984,Subprime_Holder
1335,Lee,Radford,M,36,136111.11,(475) 130-1899,Lee.Radford@gmail.com,78640,Prime_Holder
1336,Scott,Farmer,M,39,136111.11,(448) 656-2921,Scott.Farmer@gmail.com,60962,Subprime_Holder
1337,Sue,Caroll,F,34,136111.11,(360) 565-1788,Sue.Caroll@gmail.com,46965,Prime_Holder
1338,Lucy,Rodriguez,F,35,136111.11,(451) 043-6305,Lucy.Rodriguez@gmail.com,76807,Subprime_Holder
1339,Laura,Jones,F,22,136111.11,(863) 016-4067,Laura.Jones@gmail.com,91511,Prime_Holder
1340,Michelle,Washington,F,46,136111.11,(293) 986-7156,Michelle.Washington@gmail.com,20926,Prime_Holder
1341,Amy,Adams,F,44,136111.11,(272) 567-8028,Amy.Adams@gmail.com,58559,Prime_Holder
1342,Anne,Kennedy,F,69,136111.11,(238) 614-8565,Anne.Kennedy@gmail.com,54564,Prime_Holder
1343,Ben,Sax,M,39,136111.11,(425) 766-8983,Ben.Sax@gmail.com,28493,Rising_Star
1344,Peter,Moss,M,38,133333.33,(314) 636-1469,Peter.Moss@gmail.com,77663,Rising_Star
1345,Mary,Adams,F,27,133333.33,(494) 841-6373,Mary.Adams@gmail.com,64101,Rising_Star
1346,Paul,Steen,M,36,133333.33,(595) 380-7593,Paul.Steen@gmail.com,35833,Rising_Star
1347,Jennifer,Hope,F,38,133333.33,(148) 126-0973,Jennifer.Hope@gmail.com,32529,Rising_Star
1348,Rachel,Garvey,F,44,133333.33,(466) 261-3074,Rachel.Garvey@gmail.com,68735,Rising_Star
1349,Frank ,Elmers,M,43,133333.33,(589) 401-6774,Frank .Elmers@gmail.com,65100,Rising_Star
1350,Ross,Searcy,M,63,133333.33,(607) 420-7472,Ross.Searcy@gmail.com,18102,Rising_Star
1351,Cedric,Garvey,M,30,133333.33,(557) 144-2811,Cedric.Garvey@gmail.com,86242,Rising_Star
1352,Steven,Elmers,M,27,133333.33,(473) 529-5791,Steven.Elmers@gmail.com,51833,Rising_Star
1353,Susan,Van Guy,F,30,133333.33,(887) 503-0401,Susan.Van Guy@gmail.com,73968,Rising_Star
1354,Stephanie,Rappaport,F,54,133333.33,(430) 031-7517,Stephanie.Rappaport@gmail.com,47812,Rising_Star
1355,Jill,Rosenthal,F,41,133333.33,(617) 611-9286,Jill.Rosenthal@gmail.com,20174,Rising_Star
1356,Wendy,Adams,F,28,133333.33,(193) 023-9617,Wendy.Adams@gmail.com,54366,Rising_Star
1357,Emily,Kennedy,F,36,133333.33,(498) 847-1506,Emily.Kennedy@gmail.com,52242,Rising_Star
1358,Alan,Moss,M,48,133333.33,(545) 987-7718,Alan.Moss@gmail.com,69468,Rising_Star
1359,Adam,Clinton,M,46,133333.33,(394) 602-1145,Adam.Clinton@gmail.com,80228,Rising_Star
1360,Beth,Garvey,F,34,133333.33,(201) 533-0148,Beth.Garvey@gmail.com,73626,Rising_Star
1361,Nathan,McCallister,M,35,130555.56,(541) 226-1138,Nathan.McCallister@gmail.com,45843,Rising_Star
1362,Michael,North,M,35,130555.56,(456) 245-3071,Michael.North@gmail.com,42678,Rising_Star
1363,Jack,Cato,M,50,130555.56,(501) 349-9341,Jack.Cato@gmail.com,53391,Rising_Star
1364,John,Stoner,M,51,130555.56,(326) 351-5826,John.Stoner@gmail.com,94156,Rising_Star
1365,Edward,Fisch,M,50,130555.56,(535) 654-4476,Edward.Fisch@gmail.com,53882,Rising_Star
1366,Monica,Tower,F,30,130555.56,(822) 625-7957,Monica.Tower@gmail.com,12411,Rising_Star
1367,Connie,Stoner,F,62,130555.56,(113) 049-2378,Connie.Stoner@gmail.com,24009,Rising_Star
